,DEPCOM,MACROZONE,Macro_agre,NOM,POP2010,POP2011
977,91654,91,,Videlles,660,647
978,91657,91,,Vigneux-sur-Seine,27331,28289
979,91659,91,,Villab?,4869,5010
980,91661,91,,Villebon-sur-Yvette,9625,9742
981,91662,91,,Villeconin,728,731
982,91665,91,,La Ville-du-Bois,7138,7118
983,91666,91,,Villejust,2247,2252
984,91667,91,,Villemoisson-sur-Orge,6950,6977
985,91671,91,,Villeneuve-sur-Auvers,600,598
986,91679,91,,Villiers-le-B?cle,1204,1231
987,91685,91,,Villiers-sur-Orge,3891,3886
988,91687,91,,Viry-Ch?tillon,32045,31655
989,91689,Orly,,Wissous,5805,6093
990,91691,91,,Yerres,29050,28933
991,91692,91,,Les Ulis,24792,24641
992,92002,92,,Antony,61793,62012
993,92004,92,,Asni?res-sur-Seine,82327,83376
994,92007,L15 sud,,Bagneux,38080,38002
995,92009,92,,Bois-Colombes,29284,28927
996,92012,L15 sud,,Boulogne-Billancourt,114205,116220
997,92014,92,,Bourg-la-Reine,19985,19982
998,92019,92,,Ch?tenay-Malabry,32111,32083
999,92020,L15 sud,,Ch?tillon,32619,33405
1000,92022,92,,Chaville,18668,18852
1001,92023,L15 sud,,Clamart,52546,52731
1002,92024,92,,Clichy,58916,59458
1003,92025,92,,Colombes,85398,85102
1004,92026,RER E - la D?fense,,Courbevoie,87469,88530
1005,92032,92,,Fontenay-aux-Roses,23351,23288
1006,92033,92,,Garches,18169,18118
1007,92035,RER E - la D?fense,,La Garenne-Colombes,27628,28297
1008,92036,92,,Gennevilliers,41364,41930
1009,92040,L15 sud,,Issy-les-Moulineaux,64355,65326
1010,92044,92,,Levallois-Perret,64253,64629
1011,92046,L15 sud,,Malakoff,30982,30768
1012,92047,92,,Marnes-la-Coquette,1647,1659
1013,92048,L15 sud,,Meudon,45058,45010
1014,92049,L15 sud,,Montrouge,48597,48710
1015,92050,RER E - la D?fense,,Nanterre,89185,89476
1016,92051,RER E - la D?fense,,Neuilly-sur-Seine,61754,61797
1017,92060,92,,Le Plessis-Robinson,27727,28113
1018,92062,RER E - la D?fense,,Puteaux,44753,44683
1019,92063,92,,Rueil-Malmaison,79426,79855
1020,92064,92,,Saint-Cloud,29873,29194
1021,92071,92,,Sceaux,19638,19930
1022,92072,L15 sud,,S?vres,22978,23278
1023,92073,92,,Suresnes,46723,46876
1024,92075,92,,Vanves,27002,27022
1025,92076,92,,Vaucresson,8615,8612
1026,92077,92,,Ville-d'Avray,10828,10733
1027,92078,92,,Villeneuve-la-Garenne,25183,25644
1028,93001,93,,Aubervilliers,76087,75598
1029,93005,93,,Aulnay-sous-Bois,82120,81880
1030,93006,93,,Bagnolet,33883,34513
1031,93007,93,,Le Blanc-Mesnil,51438,51916
1032,93008,RER E - tronc commun,,Bobigny,47492,47224
1033,93010,93,,Bondy,53530,53051
1034,93013,93,,Le Bourget,14864,14978
1035,93014,93,,Clichy-sous-Bois,29750,29835
1036,93015,93,,Coubron,4733,4712
1037,93027,93,,La Courneuve,38007,38789
1038,93029,93,,Drancy,66410,66635
1039,93030,93,,Dugny,10656,10783
1040,93031,93,,?pinay-sur-Seine,54518,54540
1041,93032,93,,Gagny,39056,39378
1042,93033,RER A Marne,,Gournay-sur-Marne,6406,6485
1043,93039,93,,L' ?le-Saint-Denis,7025,7037
1044,93045,93,,Les Lilas,22228,22505
1045,93046,93,,Livry-Gargan,41808,42036
1046,93047,93,,Montfermeil,25269,25963
1047,93048,Val de Fontenay,,Montreuil,102770,103068
1048,93049,Val de Fontenay,,Neuilly-Plaisance,20508,20703
1049,93050,93,,Neuilly-sur-Marne,33498,34005
1050,93051,RER A Marne,,Noisy-le-Grand,62964,62970
1051,93053,RER E - tronc commun,,Noisy-le-Sec,39733,40232
1052,93055,RER E - tronc commun,,Pantin,54136,53797
1053,93057,93,,Les Pavillons-sous-Bois,21746,22117
1054,93059,93,,Pierrefitte-sur-Seine,27883,28026
1055,93061,93,,Le Pr?-Saint-Gervais,18045,18075
1056,93062,93,,Le Raincy,13828,13928
1057,93063,RER E - tronc commun,,Romainville,25771,25512
1058,93064,Val de Fontenay,,Rosny-sous-Bois,41050,41254
1059,93066,93,,Saint-Denis,106785,107762
1060,93070,93,,Saint-Ouen,47189,47783
1061,93071,93,,Sevran,49832,50053
1062,93072,93,,Stains,33829,34830
1063,93073,Roissy,,Tremblay-en-France,34493,34452
1064,93074,93,,Vaujours,6452,6643
1065,93077,93,,Villemomble,28006,28368
1066,93078,93,,Villepinte,35658,35850
1067,93079,93,,Villetaneuse,12592,12642
1068,94001,Orly,,Ablon-sur-Seine,5171,5221
1069,94002,L15 sud,,Alfortville,44201,44550
1070,94003,L15 sud,,Arcueil,19775,20100
1071,94004,94 sud,,Boissy-Saint-Lnger,16705,16354
1072,94011,94 sud,,Bonneuil-sur-Marne,16513,16237
1073,94015,BVC bus,,Bry-sur-Marne,15625,15987
1074,94016,L15 sud,,Cachan,28248,28404
1075,94017,BVC bus,,Champigny-sur-Marne,75510,75800
1076,94018,94 nord,,Charenton-le-Pont,29348,29562
1077,94019,BVC bus,,Chennevi?res-sur-Marne,18049,17963
1078,94021,Orly,,Chevilly-Larue,18498,18532
1079,94022,Orly,,Choisy-le-Roi,40905,41355
1080,94028,L15 sud,,Cr?teil,89985,90528
1081,94033,Val de Fontenay,,Fontenay-sous-Bois,53145,52723
1082,94034,Orly,,Fresnes,26248,26371
1083,94037,94 nord,,Gentilly,17097,16892
1084,94038,94 nord,,L' Ha,30201,30574
1085,94041,94 nord,,Ivry-sur-Seine,57732,58185
1086,94042,L15 sud,,Joinville-le-Pont,17802,17953
1087,94043,94 nord,,Le Kremlin-Bic,26046,26131
1088,94044,94 sud,,Limeil-Brsvannes,19901,20663
1089,94046,L15 sud,,Maisons-Alfort,52943,53265
1090,94047,94 sud,,Mandres-les-Roses,4413,4415
1091,94048,94 sud,,Marolles-en-Brie,4968,4916
1092,94052,Val de Fontenay,,Nogent-sur-Marne,31637,31795
1093,94053,94 sud,,Noiseau,4669,4679
1094,94054,Orly,,Orly,21395,21312
1095,94055,BVC bus,,Ormesson-sur-Marne,9904,9921
1096,94056,94 sud,,P4rigny,2311,2352
1097,94058,Val de Fontenay,,Le Perreux-sur-Marne,32520,33214
1098,94059,RER E - Tournan,,Le Plessis-Tr?vise,19194,19095
1099,94060,RER E - Tournan,,La Queue-en-Brie,11381,11506
1100,94065,Orly,,Rungis,5662,5681
1101,94067,94 nord,,Saint-Mand-,22396,22292
1102,94068,L15 sud,,Saint-Maur-des-Foss?s,74816,74818
1103,94069,L15 sud,,Saint-Maurice,14512,14586
1104,94070,94 sud,,Santeny,3724,3688
1105,94071,94 sud,,Sucy-en-Brie,25820,25655
1106,94073,Orly,,Thiais,29653,29229
1107,94074,94 sud,,Valenton,12081,11940
1108,94075,94 sud,,Villecresnes,9598,9712
1109,94076,L15 sud,,Villejuif,55490,55923
1110,94077,Orly,,Villeneuve-le-Roi,18479,18610
1111,94078,94 sud,,Villeneuve-Saint-Georges,32239,32767
1112,94079,BVC bus,,Villiers-sur-Marne,27338,27222
1113,94080,94 nord,,Vincennes,48471,48649
1114,94081,L15 sud,,Vitry-sur-Seine,85413,86375
1115,95002,95,,Ableiges,943,933
1116,95008,95,,Aincourt,972,967
1117,95011,95,,Ambleville,420,424
1118,95012,95,,Amenucourt,198,207
1119,95014,95,,Andilly,2524,2520
1120,95018,95,,Argenteuil,103125,104282
1121,95019,95,,Arnouville,13538,13737
1122,95023,95,,Arronville,664,656
1123,95024,95,,Arthies,301,304
1124,95026,95,,Asni?res-sur-Oise,2527,2531
1125,95028,95,,Attainville,1831,1825
1126,95039,95,,Auvers-sur-Oise,6792,6789
1127,95040,95,,Avernes,805,827
1128,95042,95,,Baillet-en-France,1955,2001
1129,95046,95,,Banthelu,124,125
1130,95051,95,,Beauchamp,8737,8713
1131,95052,95,,Beaumont-sur-Oise,8954,9228
1132,95054,95,,Le Bellay-en-Vexin,244,248
1133,95055,95,,Bellefontaine,432,433
1134,95056,95,,Belloy-en-France,1937,2017
1135,95058,95,,Bernes-sur-Oise,2378,2389
1136,95059,95,,Berville,332,335
1137,95060,95,,Bessancourt,6994,6811
1138,95061,95,,B?themont-la-For?t,420,425
1139,95063,95,,Bezons,27987,28330
1140,95074,95,,Boisemont,747,746
1141,95078,95,,Boissy-l'Aillerie,1774,1769
1142,95088,95,,Bonneuil-en-France,713,712
1143,95091,95,,Bouff?mont,5940,5942
1144,95094,95,,Bouqueval,329,338
1145,95101,95,,Bray-et-L?,977,971
1146,95102,95,,Br?an?on,371,362
1147,95110,95,,Brignancourt,204,202
1148,95116,95,,Bruy?res-sur-Oise,3700,3761
1149,95119,95,,Buhy,307,310
1150,95120,95,,Butry-sur-Oise,2026,2057
1151,95127,95,,Cergy,56988,58341
1152,95134,95,,Champagne-sur-Oise,4657,4685
1153,95139,95,,La Chapelle-en-Vexin,331,331
1154,95141,95,,Charmont,28,27
1155,95142,95,,Chars,1811,1862
1156,95144,95,,Ch?tenay-en-France,69,71
1157,95149,95,,Chaumontel,3289,3298
1158,95150,95,,Chaussy,633,627
1159,95151,95,,Chauvry,301,304
1160,95154,95,,Chennevi?res-l?s-Louvres,344,336
1161,95157,95,,Ch?rence,149,153
1162,95166,95,,Cl?ry-en-Vexin,405,404
1163,95169,95,,Commeny,379,384
1164,95170,95,,Cond?court,545,557
1165,95176,95,,Cormeilles-en-Parisis,23038,23497
1166,95177,95,,Cormeilles-en-Vexin,1112,1133
1167,95181,95,,Courcelles-sur-Viosne,306,307
1168,95183,95,,Courdimanche,6495,6533
1169,95197,95,,Deuil-la-Barre,21509,21638
1170,95199,95,,Domont,14827,14996
1171,95203,95,,Eaubonne,24062,24300
1172,95205,95,,?couen,7374,7313
1173,95210,95,,Enghien-les-Bains,11809,11560
1174,95211,95,,Ennery,2244,2268
1175,95212,Roissy,,?piais-l?s-Louvres,88,98
1176,95213,95,,?piais-Rhus,645,649
1177,95214,95,,?pinay-Champl?treux,67,68
1178,95218,95,,?ragny,16886,16912
1179,95219,95,,Ermont,27446,27304
1180,95229,95,,?zanville,8979,9262
1181,95241,95,,Fontenay-en-Parisis,1912,1894
1182,95250,95,,Fosses,9565,9574
1183,95252,95,,Franconville,33097,33512
1184,95253,95,,Fr?mainville,490,492
1185,95254,95,,Fr?m?court,543,539
1186,95256,95,,Fr?pillon,2795,2820
1187,95257,95,,La Frette-sur-Seine,4569,4574
1188,95258,95,,Frouville,369,364
1189,95259,95,,Gadancourt,99,93
1190,95268,95,,Garges-l?s-Gonesse,40012,39730
1191,95270,95,,Genainville,557,564
1192,95271,95,,G?nicourt,489,490
1193,95277,95,,Gonesse,26356,26516
1194,95280,95,,Goussainville,30996,31129
1195,95282,95,,Gouzangrez,173,176
1196,95287,95,,Grisy-les-Pl?tres,607,617
1197,95288,95,,Groslay,8460,8620
1198,95295,95,,Guiry-en-Vexin,154,159
1199,95298,95,,Haravilliers,539,548
1200,95301,95,,Haute-Isle,319,314
1201,95303,95,,Le Heaulme,191,198
1202,95304,95,,H?douville,250,246
1203,95306,95,,Herblay,26016,26422
1204,95308,95,,H?rouville,610,607
1205,95309,95,,Hodent,250,241
1206,95313,95,,L' Isle-Adam,11744,11880
1207,95316,95,,Jagny-sous-Bois,254,250
1208,95323,95,,Jouy-le-Moutier,16589,16376
1209,95328,95,,Labbeville,569,567
1210,95331,95,,Lassy,187,185
1211,95341,95,,Livilliers,381,386
1212,95348,95,,Longuesse,530,532
1213,95351,95,,Louvres,9339,9553
1214,95352,95,,Luzarches,4289,4362
1215,95353,95,,Maffliers,1664,1691
1216,95355,95,,Magny-en-Vexin,5752,5858
1217,95365,95,,Mareil-en-France,694,700
1218,95369,95,,Margency,2852,2872
1219,95370,95,,Marines,3254,3313
1220,95371,95,,Marly-la-Ville,5472,5502
1221,95379,95,,Maud?tour-en-Vexin,197,199
1222,95387,95,,Menouville,90,91
1223,95388,95,,Menucourt,5287,5363
1224,95392,95,,M?riel,4443,4756
1225,95394,95,,M?ry-sur-Oise,9260,9290
1226,95395,95,,Le Mesnil-Aubry,912,897
1227,95409,95,,Moisselles,1255,1256
1228,95422,95,,Montgeroult,426,416
1229,95424,95,,Montigny-l?s-Cormeilles,19041,19442
1230,95426,95,,Montlignon,2561,2607
1231,95427,95,,Montmagny,14250,14003
1232,95428,95,,Montmorency,21194,20945
1233,95429,95,,Montreuil-sur-Epte,443,442
1234,95430,95,,Montsoult,3396,3393
1235,95436,95,,Mours,1352,1340
1236,95438,95,,Moussy,151,145
1237,95445,95,,Nerville-la-For?t,653,642
1238,95446,95,,Nesles-la-Vall?e,1820,1808
1239,95447,95,,Neuilly-en-Vexin,203,199
1240,95450,95,,Neuville-sur-Oise,2014,1994
1241,95452,95,,Nointel,833,846
1242,95456,95,,Noisy-sur-Oise,688,688
1243,95459,95,,Nucourt,735,722
1244,95462,95,,Omerville,301,306
1245,95476,95,,Osny,16236,16333
1246,95480,95,,Parmain,5531,5553
1247,95483,95,,Le Perchay,548,556
1248,95487,95,,Persan,10498,10790
1249,95488,95,,Pierrelaye,7958,8012
1250,95489,95,,Piscop,714,725
1251,95491,95,,Le Plessis-Bouchard,7730,7763
1252,95492,95,,Le Plessis-Gassot,73,69
1253,95493,95,,Le Plessis-Luzarches,131,135
1254,95500,95,,Pontoise,29548,29885
1255,95504,95,,Presles,3788,3745
1256,95509,95,,Puiseux-en-France,3294,3277
1257,95510,95,,Puiseux-Pontoise,433,422
1258,95523,95,,La Roche-Guyon,454,458
1259,95527,Roissy,,Roissy-en-France,2750,2869
1260,95529,95,,Ronquerolles,858,860
1261,95535,95,,Sagy,1160,1155
1262,95539,95,,Saint-Brice-sous-For?t,14320,14361
1263,95541,95,,Saint-Clair-sur-Epte,934,958
1264,95543,95,,Saint-Cyr-en-Arthies,228,231
1265,95554,95,,Saint-Gervais,958,961
1266,95555,95,,Saint-Gratien,20156,20453
1267,95563,95,,Saint-Leu-la-For?t,14766,14800
1268,95566,95,,Saint-Martin-du-Tertre,2586,2649
1269,95572,95,,Saint-Ouen-l'Aum?ne,23608,23731
1270,95574,95,,Saint-Prix,7308,7243
1271,95580,95,,Saint-Witz,2566,2603
1272,95582,95,,Sannois,26090,26707
1273,95584,95,,Santeuil,603,623
1274,95585,95,,Sarcelles,58614,58398
1275,95592,95,,Seraincourt,1332,1320
1276,95594,95,,Seugy,1035,1030
1277,95598,95,,Soisy-sous-Montmorency,17428,17531
1278,95604,95,,Survilliers,3833,3943
1279,95607,95,,Taverny,26144,26195
1280,95610,95,,Th?m?ricourt,264,268
1281,95611,95,,Theuville,28,27
1282,95612,95,,Le Thillay,4118,4124
1283,95625,95,,Us,1318,1327
1284,95627,95,,Vallangoujard,634,634
1285,95628,95,,Valmondois,1204,1207
1286,95633,95,,Vaudherland,90,79
1287,95637,95,,Vaur?al,16180,16223
1288,95641,95,,V?mars,2205,2201
1289,95651,95,,V?theuil,887,901
1290,95652,95,,Viarmes,4985,5084
1291,95656,95,,Vienne-en-Arthies,417,417
1292,95658,95,,Vigny,1077,1072
1293,95660,95,,Villaines-sous-Bois,671,682
1294,95675,95,,Villeron,811,844
1295,95676,95,,Villers-en-Arthies,461,470
1296,95678,95,,Villiers-Adam,828,828
1297,95680,95,,Villiers-le-Bel,26736,27428
1298,95682,95,,Villiers-le-Sec,176,182
1299,95690,95,,Wy-dit-Joli-Village,327,322
